"","breakpoint","elpd_loo","se_elpd_loo"
"1",2010.5,-31.3241508409449,3.07543310064238
"2",2011.5,-30.8097116679211,5.09078100744866
"3",2012.5,-24.4920377510507,6.3191030137607
"4",2013.5,-15.3087119990853,2.61636982125975
"5",2014.5,-20.0680572992493,3.35254765791257
"6",2015.5,-19.4814447380855,3.10447413547382
"7",2016.5,-19.4067825196291,2.86754823795808
"8",2017.5,-23.4390796224595,3.37998087878147
"9",2018.5,-27.3367481292006,2.77737946547836
