"year","julian","site","bay","temperature"
2018,235,"Back Bay eelgrass","Anton Larson Bay",12.5
2018,235,"Wooden boat","Anton Larson Bay",12.2
2018,235,"Laminaria #2","Anton Larson Bay",12.2
2018,235,"White rock","Anton Larson Bay",12.5
2018,236,"Laminaria Point","Anton Larson Bay",11.5
2018,236,"Eelgrass point","Anton Larson Bay",11.9
2018,236,"Eelgrass patches","Anton Larson Bay",12.1
2018,236,"Cobble point","Anton Larson Bay",12.6
2018,236,"Back Bay eelgrass","Anton Larson Bay",12.2
2018,236,"Wooden boat","Anton Larson Bay",11.4
2018,236,"Laminaria #2","Anton Larson Bay",12.1
2018,236,"White rock","Anton Larson Bay",13.1
2020,233,"Eelgrass point","Anton Larson Bay",11.9
2020,233,"Laminaria Point","Anton Larson Bay",12.4
2020,233,"Laminaria #2","Anton Larson Bay",12.5
2020,233,"Wooden boat","Anton Larson Bay",13.5
2020,233,"Back Bay eelgrass","Anton Larson Bay",13.3
2020,233,"Eelgrass patches","Anton Larson Bay",14
2020,233,"Cobble point","Anton Larson Bay",12.6
2020,233,"White rock","Anton Larson Bay",14.4
2018,186,"Ugak-1","Ugak",12
2018,186,"Ugak-2","Ugak",11.9
2018,186,"Ugak-3","Ugak",13.2
2018,186,"Ugak-4","Ugak",8.3
2018,186,"Ugak-5","Ugak",12.5
2018,186,"Ugak-6","Ugak",11.9
2018,188,"Kilu-1","Kiluida",14.3
2018,188,"Kilu-2","Kiluida",16.2
2018,188,"Kilu-3","Kiluida",15.9
2018,188,"Kilu-4","Kiluida",16.9
2018,188,"Kilu-5","Kiluida",15
2018,188,"Kilu-6","Kiluida",15
2018,188,"Kilu-7","Kiluida",15.7
2018,190,"Kai-1","Kaiugnak",10.5
2018,190,"Kai-2","Kaiugnak",10.7
2018,190,"Kai-3","Kaiugnak",10.5
2018,190,"Kai-4","Kaiugnak",10.4
2018,190,"Kai-5","Kaiugnak",9.1
2018,190,"Kai-6","Kaiugnak",10.4
2018,192,"Jap-1","Japanese",10.6
2018,192,"Jap-2","Japanese",11
2018,192,"Jap-3","Japanese",10.4
2018,192,"Jap-4","Japanese",11.3
2018,192,"Jap-5","Japanese",12.6
2018,192,"Jap-6","Japanese",12.7
2018,195,"RR-1","Rodman Reach",10.5
2018,195,"RR-2","Rodman Reach",10.8
2018,195,"RR-3","Rodman Reach",10.6
2018,195,"RR-4","Rodman Reach",10.5
2018,195,"RR-5","Rodman Reach",10.8
2018,195,"RR-6","Rodman Reach",10.7
2018,197,"AG-1","Agripina",10.1
2018,197,"AG-2","Agripina",9.2
2018,197,"AG-3","Agripina",10.6
2018,197,"AG-4","Agripina",11.8
2018,197,"AG-5","Agripina",12
2018,197,"AG-6","Agripina",12.3
2018,198,"PW-1","Port Wrangell",8.6
2018,198,"PW-2","Port Wrangell",8.7
2018,198,"PW-3","Port Wrangell",9.5
2018,198,"PW-4","Port Wrangell",11.2
2018,203,"Mit-1","Mitrofania",9.5
2018,203,"Mit-2","Mitrofania",9.7
2018,203,"Mit-3","Mitrofania",10.9
2018,203,"Mit-4","Mitrofania",10.5
2018,203,"Mit-5","Mitrofania",10.1
2018,203,"Mit-6","Mitrofania",10.5
2018,205,"Fox-1","Fox",9.3
2018,205,"Fox-2","Fox",9.7
2018,205,"Fox-3","Fox",10.4
2018,205,"Fox-4","Fox",11
2018,205,"Fox-5","Fox",11.1
2018,207,"Sand-1","Sand Point",10.5
2018,207,"Sand-2","Sand Point",10
2018,207,"Sand-3","Sand Point",10
2018,210,"Fal-1","Falmouth",9.1
2018,210,"Fal-2","Falmouth",9.3
2018,210,"Fal-3","Falmouth",9.1
2018,211,"Fal-4","Falmouth",9.3
2018,211,"Fal-5","Falmouth",9.5
2018,213,"Bar-1","Baralof",9
2018,213,"Bar-2","Baralof",9.4
2018,213,"Bar-3","Baralof",9.2
2018,213,"Bar-4","Baralof",8.7
2018,213,"Bar-5","Baralof",9.3
2018,213,"Bar-6","Baralof",9.8
2018,217,"BB-1","Balboa",12.2
2018,217,"BB-2","Balboa",12
2018,217,"BB-3","Balboa",10.7
2018,217,"BB-4","Balboa",12.5
2018,217,"BB-5","Balboa",12
2018,217,"BB-6","Balboa",13.5
2018,219,"Fox-4","Fox",12.5
2018,219,"Fox-5","Fox",12.9
2018,219,"Fox-1","Fox",14.3
2018,219,"Fox-2","Fox",13.9
2018,219,"Fox-3","Fox",14.5
2018,221,"Mit-1","Mitrofania",10.5
2018,221,"Mit-2","Mitrofania",11.6
2018,221,"Mit-3","Mitrofania",11.6
2018,221,"Mit-6","Mitrofania",12.5
2018,221,"Mit-4","Mitrofania",12.4
2018,221,"Mit-5","Mitrofania",13.2
2018,226,"PW-3","Port Wrangell",7.9
2018,226,"PW-2","Port Wrangell",8
2018,226,"PW-1","Port Wrangell",7.5
2018,226,"PW-4","Port Wrangell",9.1
2018,227,"AG-2","Agripina",9.1
2018,227,"AG-4","Agripina",8.4
2018,227,"AG-3","Agripina",9.4
2018,227,"AG-5","Agripina",9.4
2018,227,"AG-6","Agripina",9.3
2018,229,"RR-1","Rodman Reach",11.8
2018,229,"RR-4","Rodman Reach",12.4
2018,229,"RR-5","Rodman Reach",12.4
2018,232,"RR-6","Rodman Reach",12.4
2018,232,"RR-2","Rodman Reach",12.4
2018,234,"Jap-5","Japanese",12
2018,234,"Jap-4","Japanese",11.5
2018,234,"Jap-1","Japanese",12
2018,234,"Jap-6","Japanese",11.7
2018,234,"Jap-2","Japanese",11.7
2018,234,"Jap-3","Japanese",11.4
2018,234,"Jap-7","Japanese",11.5
2018,236,"Kai-1","Kaiugnak",9.8
2018,236,"Kai-2","Kaiugnak",10
2018,236,"Kai-3","Kaiugnak",10
2018,236,"Kai-6","Kaiugnak",10.1
2018,236,"Kai-4","Kaiugnak",9.9
2018,236,"Kai-5","Kaiugnak",10
2018,236,"Kai-7","Kaiugnak",10.6
2018,238,"Kilu-3","Kiluida",12
2018,238,"Kilu-5","Kiluida",10.3
2018,238,"Kilu-1","Kiluida",11.6
2018,238,"Kilu-4","Kiluida",11.8
2018,238,"Kilu-8","Kiluida",12.2
2018,238,"Kilu-9","Kiluida",10.9
2018,240,"Ugak-5","Ugak",9.3
2018,240,"Ugak-6","Ugak",8.7
2018,240,"Ugak-3","Ugak",9.8
2018,240,"Ugak-2","Ugak",8.4
2018,240,"Ugak-1","Ugak",11.8
2018,240,"Ugak-7","Ugak",11.2
2018,240,"Ugak-4","Ugak",12.4
2018,240,"Ugak-8","Ugak",11.7
2019,188,"AG-1","Agripina",11.5
2019,188,"AG-2","Agripina",12.6
2019,188,"AG-5","Agripina",12.3
2019,188,"AG-3","Agripina",12.1
2019,188,"AG-4","Agripina",11.8
2019,188,"AG-6","Agripina",17.7
2019,190,"PW-3","Port Wrangell",11
2019,190,"PW-2","Port Wrangell",12.4
2019,190,"PW-1","Port Wrangell",12.6
2019,190,"PW-4","Port Wrangell",15.1
2019,193,"Mit-1","Mitrofania",11.1
2019,193,"Mit-2","Mitrofania",12.4
2019,193,"Mit-3","Mitrofania",13.2
2019,193,"Mit-5","Mitrofania",13.8
2019,193,"Mit-6","Mitrofania",13.8
2019,193,"Mit-4","Mitrofania",14.3
2019,195,"Fox-5","Fox",15.5
2019,195,"Fox-1","Fox",12.8
2019,195,"Fox-2","Fox",12.9
2019,195,"Fox-3","Fox",12.8
2019,195,"Fox-4","Fox",12.1
2019,198,"BB-2","Balboa",13.3
2019,198,"BB-3","Balboa",13.6
2019,198,"BB-4","Balboa",13.6
2019,198,"BB-7","Balboa",13.9
2019,198,"BB-6","Balboa",14.2
2019,198,"BB-1","Balboa",14.3
2019,202,"Sand-2","Sand Point",11.8
2019,202,"Sand-3","Sand Point",12.3
2019,204,"Fal-1","Falmouth",11.5
2019,204,"Fal-2","Falmouth",11.1
2019,204,"Fal-3","Falmouth",10.8
2019,204,"Fal-4","Falmouth",10.7
2019,204,"Fal-5","Falmouth",11.9
2019,206,"Bar-1","Baralof",12.2
2019,206,"Bar-3","Baralof",11.5
2019,206,"Bar-2","Baralof",11.8
2019,206,"Bar-6","Baralof",11.7
2019,206,"Bar-4","Baralof",12.1
2019,206,"Bar-5","Baralof",12.1
2019,212,"RR-3","Rodman Reach",13.4
2019,212,"RR-5","Rodman Reach",14.1
2019,212,"RR-6","Rodman Reach",13.7
2019,212,"RR-4","Rodman Reach",14.9
2019,212,"RR-1","Rodman Reach",13.9
2019,212,"RR-2","Rodman Reach",13.3
2019,218,"Jap-7","Japanese",12
2019,218,"Jap-2","Japanese",12.1
2019,218,"Jap-3","Japanese",12.2
2019,218,"Jap-1","Japanese",13
2019,218,"Jap-6","Japanese",12.8
2019,218,"Jap-5","Japanese",13.8
2019,218,"Jap-4","Japanese",12.2
2019,219,"Kai-1","Kaiugnak",10.4
2019,219,"Kai-2","Kaiugnak",10.7
2019,219,"Kai-3","Kaiugnak",11.9
2019,220,"Kai-6","Kaiugnak",11.9
2019,220,"Kai-7","Kaiugnak",12.4
2019,220,"Kai-4","Kaiugnak",10.9
2019,222,"Kilu-1","Kiluida",15.7
2019,222,"Kilu-2","Kiluida",16.5
2019,222,"Kilu-4","Kiluida",16.8
2019,222,"Kilu-5","Kiluida",13.9
2019,222,"Kilu-6","Kiluida",14.1
2019,222,"Kilu-3","Kiluida",15.4
2019,226,"Ugak-7","Ugak",19.5
2019,226,"Ugak-2","Ugak",19.1
2019,226,"Ugak-3","Ugak",18.6
2019,226,"Ugak-4","Ugak",18.1
2019,226,"Ugak-8","Ugak",18.9
2019,226,"Ugak-5","Ugak",19.7
2019,226,"Ugak-6","Ugak",19.3
2020,188,"AG-1","Agripina",12.3
2020,188,"AG-2","Agripina",12.1
2020,188,"AG-5","Agripina",12
2020,188,"AG-3","Agripina",12.3
2020,188,"AG-4","Agripina",12.1
2020,188,"AG-6","Agripina",13.9
2020,190,"PW-1","Port Wrangell",8.6
2020,190,"PW-2","Port Wrangell",8.8
2020,190,"PW-3","Port Wrangell",9
2020,190,"PW-4","Port Wrangell",9.2
2020,194,"Mit-1","Mitrofania",12.3
2020,194,"Mit-2","Mitrofania",12.7
2020,194,"Mit-3","Mitrofania",12.5
2020,194,"Mit-4","Mitrofania",13
2020,194,"Mit-5","Mitrofania",14.8
2020,194,"Mit-6","Mitrofania",13.4
2020,196,"Fox-1","Fox",12.4
2020,196,"Fox-2","Fox",13.5
2020,196,"Fox-3","Fox",13.1
2020,196,"Fox-4","Fox",12.2
2020,196,"Fox-5","Fox",13.1
2020,196,"Fox-1","Fox",12.8
2020,199,"BB-2","Balboa",12.7
2020,199,"BB-3","Balboa",13
2020,199,"BB-4","Balboa",12.4
2020,199,"BB-6","Balboa",13.1
2020,199,"BB-7","Balboa",13.7
2020,201,"Fal-1","Falmouth",12.3
2020,201,"Fal-5","Falmouth",12.2
2020,201,"Fal-3","Falmouth",12
2020,201,"Fal-4","Falmouth",12
2020,201,"Fal-2","Falmouth",12.2
2020,202,"Sand-2","Sand Point",11.9
2020,202,"Sand-3","Sand Point",12.2
2020,205,"Bar-2","Baralof",11.2
2020,205,"Bar-3","Baralof",11
2020,205,"Bar-4","Baralof",11.1
2020,205,"Bar-5","Baralof",11
2020,205,"Bar-1","Baralof",11.5
2020,205,"Bar-6","Baralof",11.5
2020,210,"RR-1","Rodman Reach",13.6
2020,210,"RR-2","Rodman Reach",13.4
2020,210,"RR-4","Rodman Reach",12.9
2020,210,"RR-3","Rodman Reach",14.1
2020,210,"RR-5","Rodman Reach",14.1
2020,210,"RR-6","Rodman Reach",14
2020,212,"Jap-2","Japanese",12.2
2020,212,"Jap-3","Japanese",11.8
2020,212,"Jap-6","Japanese",11.9
2020,212,"Jap-1","Japanese",12.6
2020,212,"Jap-5","Japanese",13.5
2020,212,"Jap-4","Japanese",13.1
2020,214,"Kai-1","Kaiugnak",12.1
2020,214,"Kai-2","Kaiugnak",12.1
2020,214,"Kai-6","Kaiugnak",11.9
2020,214,"Kai-3","Kaiugnak",11.3
2020,214,"Kai-7","Kaiugnak",11.9
2020,214,"Kai-4","Kaiugnak",12.2
2020,216,"Kilu-1","Kiluida",12.7
2020,216,"Kilu-2","Kiluida",12.7
2020,216,"Kilu-4","Kiluida",12.5
2020,216,"Kilu-6","Kiluida",12.5
2020,216,"Kilu-5","Kiluida",12.2
2020,216,"Kilu-3","Kiluida",12.8
2020,220,"Ugak-2","Ugak",13.7
2020,220,"Ugak-3","Ugak",13.8
2020,220,"Ugak-4","Ugak",12.6
2020,220,"Ugak-8","Ugak",13.2
2020,220,"Ugak-5","Ugak",13.1
2020,220,"Ugak-6","Ugak",13.5
2020,220,"Ugak-7","Ugak",13.8
2020,184,"Eelgrass West","Cook Bay",10.6
2020,184,"Laminaria East","Cook Bay",10.3
2020,184,"Laminaria North","Cook Bay",10.8
2020,234,"Bare North","Cook Bay",13.8
2020,234,"Eelgrass North","Cook Bay",13.2
2020,234,"Eelgrass South","Cook Bay",13.1
2020,234,"Eelgrass West","Cook Bay",13.7
2020,234,"Laminaria East","Cook Bay",13.2
2020,234,"Laminaria North","Cook Bay",14
2020,234,"Laminaria South","Cook Bay",13.5
2020,234,"Middle Cove","Cook Bay",12.2
2020,233,"Back Bay eelgrass","Anton Larson Bay",13.3
2020,233,"Cobble point","Anton Larson Bay",12.6
2020,233,"Eelgrass patches","Anton Larson Bay",14
2020,233,"Eelgrass point","Anton Larson Bay",11.9
2020,233,"Laminaria #2","Anton Larson Bay",12.5
2020,233,"Laminaria Point","Anton Larson Bay",12.4
2020,233,"White rock","Anton Larson Bay",14.4
2020,233,"Wooden boat","Anton Larson Bay",13.5
2021,195,"Bare North","Cook Bay",9.5
2021,196,"Bare North","Cook Bay",9.7
2021,195,"Eelgrass North","Cook Bay",8.9
2021,196,"Eelgrass North","Cook Bay",9.8
2021,195,"Eelgrass South","Cook Bay",9.8
2021,196,"Eelgrass South","Cook Bay",9.2
2021,195,"Eelgrass West","Cook Bay",8.8
2021,196,"Eelgrass West","Cook Bay",10
2021,196,"Laminaria East","Cook Bay",9.9
2021,195,"Laminaria North","Cook Bay",8.9
2021,196,"Laminaria North","Cook Bay",9.8
2021,195,"Laminaria South","Cook Bay",9.5
2021,196,"Laminaria South","Cook Bay",9.5
2021,195,"Middle Cove","Cook Bay",8.8
2021,196,"Middle Cove","Cook Bay",9.2
2021,190,"Back Bay eelgrass","Anton Larson Bay",11
2021,191,"Back Bay eelgrass","Anton Larson Bay",9.7
2021,190,"Cobble point","Anton Larson Bay",10.3
2021,191,"Cobble point","Anton Larson Bay",9
2021,190,"Eelgrass patches","Anton Larson Bay",10.2
2021,191,"Eelgrass patches","Anton Larson Bay",9.4
2021,190,"Eelgrass point","Anton Larson Bay",9.8
2021,191,"Eelgrass point","Anton Larson Bay",8.6
2021,191,"Laminaria #2","Anton Larson Bay",9.4
2021,192,"Laminaria #2","Anton Larson Bay",9.6
2021,190,"Laminaria Point","Anton Larson Bay",9.9
2021,191,"Laminaria Point","Anton Larson Bay",8.7
2021,190,"White rock","Anton Larson Bay",10.2
2021,191,"White rock","Anton Larson Bay",9.8
2021,191,"Wooden boat","Anton Larson Bay",9.5
2021,192,"Wooden boat","Anton Larson Bay",9.2
2021,232,"Bare North","Cook Bay",11.9
2021,233,"Bare North","Cook Bay",12.1
2021,232,"Eelgrass North","Cook Bay",11.2
2021,233,"Eelgrass North","Cook Bay",11.3
2021,232,"Eelgrass South","Cook Bay",11.1
2021,233,"Eelgrass South","Cook Bay",11
2021,232,"Eelgrass West","Cook Bay",11.3
2021,233,"Eelgrass West","Cook Bay",11.1
2021,232,"Laminaria East","Cook Bay",11.1
2021,233,"Laminaria East","Cook Bay",11.2
2021,232,"Laminaria North","Cook Bay",11.5
2021,233,"Laminaria North","Cook Bay",11.5
2021,232,"Laminaria South","Cook Bay",11
2021,233,"Laminaria South","Cook Bay",11.2
2021,232,"Middle Cove","Cook Bay",11.3
2021,233,"Middle Cove","Cook Bay",11.3
2021,235,"Back Bay eelgrass","Anton Larson Bay",11.3
2021,236,"Back Bay eelgrass","Anton Larson Bay",12.2
2021,235,"Cobble point","Anton Larson Bay",11.4
2021,236,"Cobble point","Anton Larson Bay",12.2
2021,234,"Eelgrass patches","Anton Larson Bay",12.4
2021,235,"Eelgrass patches","Anton Larson Bay",11.9
2021,234,"Eelgrass point","Anton Larson Bay",12.8
2021,235,"Eelgrass point","Anton Larson Bay",11.8
2021,234,"Laminaria #2","Anton Larson Bay",11.6
2021,235,"Laminaria #2","Anton Larson Bay",11.9
2021,234,"Laminaria Point","Anton Larson Bay",12.9
2021,235,"Laminaria Point","Anton Larson Bay",11.9
2021,235,"White rock","Anton Larson Bay",12.7
2021,236,"White rock","Anton Larson Bay",11.6
2021,234,"Wooden boat","Anton Larson Bay",11.4
2021,235,"Wooden boat","Anton Larson Bay",11.4
2021,186,"AG-1","Agripina",9.2
2021,186,"AG-2","Agripina",9.4
2021,186,"AG-3","Agripina",9.1
2021,186,"AG-4","Agripina",9.1
2021,186,"AG-5","Agripina",9.2
2021,186,"AG-6","Agripina",8.9
2021,187,"PW-1","Port Wrangell",7.2
2021,187,"PW-3","Port Wrangell",9.2
2021,187,"PW-2","Port Wrangell",9.1
2021,187,"PW-4","Port Wrangell",9.1
2021,190,"Mit-4","Mitrofania",9.6
2021,190,"Mit-5","Mitrofania",8.9
2021,190,"Mit-6","Mitrofania",9.2
2021,190,"Mit-3","Mitrofania",9.6
2021,190,"Mit-2","Mitrofania",9.6
2021,190,"Mit-1","Mitrofania",9.6
2021,192,"Fox-4","Fox",11.8
2021,192,"Fox-5","Fox",11.9
2021,192,"Fox-3","Fox",12
2021,192,"Fox-2","Fox",12.1
2021,192,"Fox-1","Fox",12.2
2021,194,"BB-2","Balboa",9.5
2021,194,"BB-3","Balboa",9.6
2021,194,"BB-4","Balboa",10.2
2021,194,"BB-6","Balboa",NA
2021,194,"BB-6","Balboa",12
2021,194,"BB-7","Balboa",10.3
2020,197,"Bar-1","Baralof",12.3
2020,197,"Bar-2","Baralof",12.4
2020,197,"Bar-3","Baralof",12.3
2020,197,"Bar-4","Baralof",11.9
2020,197,"Bar-5","Baralof",12.3
2020,197,"Bar-6","Baralof",14.2
2021,198,"Fal-2","Falmouth",15.1
2021,198,"Fal-3","Falmouth",15.7
2021,198,"Fal-4","Falmouth",15.7
2021,198,"Fal-5","Falmouth",13.8
2021,198,"Fal-1","Falmouth",14.4
2021,202,"Sand-2","Sand Point",10.4
2021,202,"Sand-3","Sand Point",10.4
2021,209,"RR-1","Rodman Reach",10.2
2021,209,"RR-3","Rodman Reach",NA
2021,209,"RR-5","Rodman Reach",11.7
2021,209,"RR-6","Rodman Reach",11
2021,209,"RR-4","Rodman Reach",12
2021,209,"RR-2","Rodman Reach",11.4
2021,212,"Jap-1","Japanese",12.4
2021,212,"Jap-6","Japanese",12.4
2021,212,"Jap-2","Japanese",12.4
2021,212,"Jap-7","Japanese",12.3
2021,212,"Jap-3","Japanese",12
2021,212,"Jap-5","Japanese",13.2
2021,212,"Jap-4","Japanese",12.8
2021,216,"Kai-1","Kaiugnak",13.8
2021,216,"Kai-2","Kaiugnak",13.2
2021,216,"Kai-3","Kaiugnak",13.4
2021,216,"Kai-6","Kaiugnak",13.5
2021,216,"Kai-7","Kaiugnak",13
2021,216,"Kai-4","Kaiugnak",12.9
2021,218,"Ugak-7","Ugak",13.9
2021,218,"Ugak-2","Ugak",14.1
2021,218,"Ugak-3","Ugak",14.2
2021,218,"Ugak-4","Ugak",13.1
2021,218,"Ugak-8","Ugak",13.5
2021,218,"Ugak-6","Ugak",14.9
2021,218,"Ugak-5","Ugak",14.7
